61,26,20,98,59,52,38,89,84,33,35,40,63,66,67,45,42,27,11,7,69,18,74,71,17,68,43,92,65,54,13,37,21,19,72,90,99,53,62,49,44,73,85,96,8,39,1,87,97,3,29,22,83,77,78,79,55,93,95,64,94,34,60,48,70,15,23,58,9,41,2,76,36,31,81,51,30,46,28,16,91,80,14,25,24,75,5,0,47,56,10,6,82,86,4,88,50,32,57,12
61,26,20,98,59,52,38,89,84,33,35,40,63,66,67,45,42,27,11,7,69,18,74,71,17,68,43,92,65,54,13,37,21,19,72,90,99,53,62,49,44,73,85,96,8,39,1,87,97,3,29,22,83,77,78,79,55,93,95,64,94,34,60,48,70,15,23,58,9,41,2,76,36,31,81,51,30,46,28,16,91,80,14,25,24,75,5,0,47,56,10,6,82,86,4,88,50,32,57,12
61,26,20,98,59,52,38,89,84,33,35,40,63,66,67,45,42,27,11,7,69,18,74,71,17,68,43,92,65,54,13,37,21,19,72,90,99,53,62,49,44,73,85,96,8,39,1,87,97,3,29,22,83,77,78,79,55,93,95,64,94,34,60,48,70,15,23,58,9,41,2,76,36,31,81,51,30,46,28,16,91,80,14,25,24,75,5,0,47,56,10,6,82,86,4,88,50,32,57,12
61,26,20,98,59,52,38,89,84,33,35,40,63,66,67,45,42,27,11,7,69,18,74,71,17,68,43,92,65,54,13,37,21,19,72,90,99,53,62,49,44,73,85,96,8,39,1,87,97,3,29,22,83,77,78,79,55,93,95,64,94,34,60,48,70,15,23,58,9,41,2,76,36,31,81,51,30,46,28,16,91,80,14,25,24,75,5,0,47,56,10,6,82,86,4,88,50,32,57,12
79,41,7,33,55,32,28,72,52,94,89,5,93,20,69,12,99,8,82,98,63,44,96,48,67,45,51,53,15,66,84,23,95,35,30,54,70,37,65,4,90,24,85,75,17,74,92,64,22,14,1,76,78,58,83,59,38,40,81,43,36,25,6,71,34,49,56,86,29,9,2,91,61,97,26,80,73,50,68,88,31,10,11,57,3,13,27,39,19,62,21,47,16,60,42,77,0,46,18,87
79,41,7,33,55,32,69,72,52,94,89,5,93,20,28,12,99,8,82,77,63,44,96,48,67,45,51,53,15,66,84,23,95,35,30,54,70,37,65,4,90,24,85,75,17,74,92,64,22,14,1,76,78,58,83,59,38,40,81,43,36,25,6,71,34,49,56,86,29,9,2,91,61,0,26,80,73,50,68,88,31,10,11,57,3,13,27,39,19,62,21,47,16,60,42,97,46,98,18,87
79,41,7,33,55,32,69,72,52,94,89,5,93,20,28,12,99,8,82,77,63,44,96,48,67,45,51,53,15,66,84,23,95,35,30,54,70,37,65,4,90,24,85,75,17,74,92,64,22,14,1,76,78,58,83,59,38,40,81,43,36,25,6,71,34,49,56,86,29,9,2,91,61,0,26,80,73,50,68,88,31,10,11,57,3,13,27,39,19,62,21,47,16,60,42,97,46,98,18,87
79,41,7,33,28,95,29,72,52,94,89,5,93,20,69,12,99,8,82,98,63,44,96,48,45,67,51,10,15,66,84,23,97,35,30,54,70,37,65,4,90,24,85,75,17,74,92,64,22,14,1,76,78,58,83,59,38,40,81,43,36,25,6,71,34,49,56,86,32,9,2,91,61,55,26,80,73,50,68,88,31,53,11,57,3,13,27,39,19,62,21,47,16,60,42,77,0,46,18,87
79,41,7,33,28,95,29,72,52,94,89,5,93,20,69,12,99,8,82,98,63,44,96,48,45,67,51,10,15,66,84,23,97,35,30,54,70,37,65,4,90,24,85,75,17,74,92,64,22,14,1,76,78,58,83,59,38,40,81,43,36,25,6,71,34,49,56,86,32,9,2,91,61,55,26,80,73,50,68,88,31,53,11,57,3,13,27,39,19,62,21,47,16,60,42,77,0,46,18,87
79,7,59,33,43,55,52,72,28,94,89,40,41,20,69,12,77,8,82,98,63,44,48,96,67,45,51,53,78,66,93,73,95,35,30,54,70,37,65,4,90,24,85,75,17,74,92,64,22,14,1,15,76,58,83,32,38,84,5,81,36,25,71,6,34,49,56,86,29,9,2,91,61,97,26,80,23,50,68,99,31,10,11,57,3,13,27,39,19,47,21,62,16,60,42,88,0,46,18,87
