79,34,96,80,6,10,30,83,31,61,89,17,9,8,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,11,41,81,58,97,5,13,26,7,54,69,18,65,82,90,67,39,57,53,0,1,48,40,70,71,75,44,23,24,91,35,63,87,56,68,93,37,21,4,27,59,98,46,88,84,36,95,25,22,20,29
79,34,96,80,6,10,30,83,31,61,89,17,9,8,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,11,41,81,58,97,5,13,26,7,54,69,18,65,82,90,67,39,57,53,0,1,48,40,70,71,75,44,23,24,91,35,63,87,56,68,93,37,21,4,27,59,98,46,88,84,36,95,25,22,20,29
79,34,96,80,6,10,30,83,31,61,89,17,9,8,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,11,41,81,58,97,5,13,26,7,54,69,18,65,82,90,67,39,57,53,0,1,48,40,70,71,75,44,23,24,91,35,63,87,56,68,93,37,21,4,27,59,98,46,88,84,36,95,25,22,20,29
79,34,96,80,6,10,30,83,31,61,89,17,9,8,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,11,41,81,58,97,5,13,26,7,54,69,18,65,82,90,67,39,57,53,0,1,48,40,70,71,75,44,23,24,91,35,63,87,56,68,93,37,21,4,27,59,98,46,88,84,36,95,25,22,20,29
79,34,96,80,6,10,30,83,31,61,89,17,9,18,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,11,41,81,58,97,5,82,26,7,54,69,13,8,87,95,67,39,57,53,0,1,48,40,70,71,75,44,23,24,91,35,63,56,27,68,93,37,21,4,36,59,98,25,88,84,46,90,65,22,20,29
79,85,25,11,6,10,30,83,31,1,89,17,9,18,42,72,96,49,38,33,94,86,28,52,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,84,15,78,62,2,34,41,81,58,97,5,82,26,7,54,69,13,8,87,90,67,39,57,61,92,53,48,40,70,71,75,44,23,24,91,35,63,27,56,68,93,37,21,4,65,59,98,46,88,0,36,95,80,22,20,29
79,85,25,11,6,10,30,83,31,1,89,17,9,18,42,72,96,49,38,33,94,86,28,52,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,84,15,78,62,2,34,41,81,58,97,5,82,26,7,54,69,13,8,87,90,67,39,57,61,92,53,48,40,70,71,75,44,23,24,91,35,63,27,56,68,93,37,21,4,65,59,98,46,88,0,36,95,80,22,20,29
79,34,96,48,6,10,30,83,31,61,89,17,9,18,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,11,41,81,58,97,5,82,26,7,54,69,13,8,87,95,67,39,57,53,0,1,80,40,70,71,75,44,23,24,91,35,63,56,27,68,93,37,21,4,36,59,98,25,88,84,46,90,65,22,20,29
79,34,96,48,6,10,30,83,31,61,89,17,9,18,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,11,41,81,58,97,5,82,26,7,54,69,13,8,87,95,67,39,57,53,0,1,80,40,70,71,75,44,23,24,91,35,63,56,27,68,93,37,21,4,36,59,98,25,88,84,46,90,65,22,20,29
79,34,96,48,6,10,30,83,31,61,89,17,39,18,42,72,85,49,38,33,94,86,52,28,43,60,77,51,99,73,16,74,66,76,3,55,47,14,50,64,45,12,32,19,92,15,78,62,2,41,11,81,58,97,5,82,26,7,54,69,13,8,87,95,67,9,57,53,0,1,80,40,70,71,75,44,23,24,91,35,63,56,27,68,93,37,21,4,36,59,98,25,88,84,46,90,65,22,20,29
